83319.0,113404.16,133454.08450704225,169033.9090909091,191378.95505617978,212101.5054945055,239323.25806451612,267775.09,286487.64356435643,292114.2260869565,273334.1129032258,272954.9682539682,271196.88732394367,246849.1572327044,258792.24375,243358.77717391305,218429.34146341463,227843.4854368932,237166.67149758455,250901.28708133972,248901.87272727274,247680.0796460177,242593.7068965517,250813.23175965666,260453.48760330578,269133.6260162602,276779.8178137652,284364.3467741936,298918.84584980237,307519.8910505837,292641.42335766426,282016.32867132867,282457.6095890411,288063.87074829935,290487.80134680134,294394.1705685619,293361.95081967214,291293.9193548387,295485.0673076923,301434.7731629393,307346.5828025478,313220.85714285716,319057.9525316456,329788.09748427675,335518.36363636365,338051.5479876161,328021.1711711712,321779.2456140351,327131.90962099127,322678.6063218391,327936.670487106,333164.6885714286,338362.9173789174,336127.08988764044,338913.89385474863,347232.37016574584,345375.15803814714,350989.18648648646,355859.14285714284,355355.0777479893
83335.0,114672.04166666667,134914.8115942029,171030.16279069768,193865.94252873564,214999.35955056178,242755.7032967033,271542.4387755102,290594.9696969697,295145.7837837838,273511.0909090909,273119.30081300816,271200.8142857143,259590.46753246753,271836.6129032258,254861.11235955055,227966.22110552763,237615.105,247167.98009950249,261210.00985221675,258848.27230046949,257067.2409090909,250713.4537444934,259077.61842105264,268606.2025316456,279466.7768595041,287196.3086419753,294862.48360655736,306571.12096774194,315220.9761904762,297869.2103321033,286909.80918727914,287309.6827586207,292921.1095890411,295311.7525423729,299211.78114478115,298077.0330033003,296344.9022801303,300543.8932038835,306534.85806451616,312487.2958199357,318401.57692307694,324278.06709265173,335077.20952380955,340845.13924050634,343335.0875,333053.41818181815,327320.65088757395,332720.1268436578,328133.8168604651,333437.031884058,338709.59248554916,343951.7636887608,341611.0284090909,344398.2033898305,352748.3463687151,350794.58126721764,356425.34699453553,361333.56948228885,360794.1951219512
83319.0,113792.46666666666,136573.13235294117,171042.25,221051.27586206896,241571.08988764044,254325.31578947368,284725.67961165047,302735.53846153844,305826.0,284200.92063492065,283656.28125,282646.1142857143,254065.79874213837,265963.83125,251400.8729281768,239450.56038647343,256491.61722488038,265545.23333333334,274513.03317535546,270553.2088888889,268509.4439655172,266355.6398305085,274336.21097046416,284785.35887096776,287966.764940239,295386.54365079367,302747.6679841897,316761.703125,339103.8735632184,324354.42391304346,312269.4895833333,312031.1790540541,317363.0100671141,319461.5946843854,325548.6456953642,323126.75884244376,317358.5,323224.5420560748,328921.8291925466,332521.68827160494,330698.5245398773,336285.8409785933,341839.08841463417,342770.084592145,345124.79402985075,345123.5436046512,341480.34097421204,346669.6857142857,342946.4802259887,348058.6056338028,353142.01123595505,358196.93837535015,356212.75069252076,361189.37569060776,365202.7967032967,363525.29891304346,367169.0972972973,370050.32258064515,368898.8404255319
83319.0,113792.46666666666,136573.13235294117,171042.25,221051.27586206896,241571.08988764044,254325.31578947368,284725.67961165047,302735.53846153844,305826.0,284200.92063492065,283656.28125,282646.1142857143,254065.79874213837,265963.83125,251400.8729281768,239450.56038647343,256491.61722488038,265545.23333333334,274513.03317535546,270553.2088888889,268509.4439655172,266355.6398305085,274336.21097046416,284785.35887096776,287966.764940239,295386.54365079367,302747.6679841897,316761.703125,339103.8735632184,324354.42391304346,312269.4895833333,312031.1790540541,317363.0100671141,319461.5946843854,325548.6456953642,323126.75884244376,317358.5,323224.5420560748,328921.8291925466,332521.68827160494,330698.5245398773,336285.8409785933,341839.08841463417,342770.084592145,345124.79402985075,345123.5436046512,341480.34097421204,346669.6857142857,342946.4802259887,348058.6056338028,353142.01123595505,358196.93837535015,356212.75069252076,361189.37569060776,365202.7967032967,363525.29891304346,367169.0972972973,370050.32258064515,368898.8404255319
83343.0,126162.58333333333,139913.9375,175439.95,196076.53658536586,218410.69047619047,231060.03370786516,269147.8469387755,288222.62626262626,267172.8672566372,248167.43089430896,248186.896,250878.9929078014,229746.25477707008,241947.55063291139,228567.87362637362,219834.79710144928,237061.03827751195,246206.22857142857,258408.67289719626,256903.0180995475,255242.72807017545,255993.19913419912,264189.5689655172,275314.8436213992,285776.2782258064,293293.4457831325,299092.358565737,308574.60079051385,321151.5598455598,307278.5547445255,296941.31228070176,297097.58219178085,303447.25255972694,304969.48813559324,304301.9158249158,302864.0855263158,296665.1858974359,302839.6603174603,308709.0,316250.975,321987.1121495327,327687.6211180124,338164.7530864198,343762.8646153846,341337.2303030303,328553.97667638486,324467.40974212036,329704.79142857145,325303.2873239437,330450.05056179775,335567.98039215687,340657.31843575416,338872.6850828729,343882.8181818182,347979.8109589041,346493.55826558266,352066.83602150535,352972.23733333335,352249.05291005294
83343.0,126163.25,139259.61904761905,175371.08860759492,196264.54320987655,218863.63855421686,231631.89772727274,270060.793814433,289321.2244897959,267946.1964285714,248721.59016393442,248732.53225806452,251383.32857142857,230063.39743589744,242340.5923566879,228834.87845303866,220027.00485436892,237334.52403846153,246522.31578947368,258776.4131455399,257252.72272727272,255574.8281938326,256324.4391304348,264554.9956709957,275710.35950413224,286206.46558704454,293752.3387096774,299570.904,309087.1031746032,321701.2635658915,307747.2380952381,297355.44366197183,297502.6735395189,303872.8116438356,305397.4387755102,304724.8277027027,303272.85148514854,297043.5048231511,303234.18152866245,309121.00317460316,316681.6551724138,322434.471875,328151.445482866,338658.3405572755,344272.30555555556,341831.556231003,328992.134502924,324886.2701149425,330137.5501432665,325717.5,330877.6845070422,336008.87921348313,341111.32773109246,339316.72022160667,344339.55524861877,348445.38186813187,346950.20380434784,352534.9407008086,353439.13636363635,352710.4456233422
83319.0,127487.53191489361,142350.6769230769,180368.6987951807,214307.15294117646,235455.7471264368,270872.4175824176,304618.24,322980.8316831683,316904.8205128205,294578.92913385824,293879.2248062015,291734.75524475524,262617.7530864198,274253.47239263804,255842.65608465608,224143.2318181818,240337.05855855855,248942.00448430493,261609.21333333335,259042.72151898735,257432.2131147541,253478.95582329316,261102.0,269750.861003861,275077.9090909091,282187.95471698116,289244.54135338345,306133.9259259259,317990.14492753625,303469.0034129693,293914.2368421053,294131.2540192926,299322.607028754,301493.5284810127,307353.927444795,305743.32,301308.38972809666,299212.7432835821,304748.5386904762,310251.4807121662,315721.86094674555,321159.9675516224,331162.9237536657,338251.67638483964,340577.6858789625,331151.3081232493,325883.9479452055,330893.1174863388,327501.8189189189,333546.373655914,338440.9946380697,343309.4411764706,341143.617414248,345928.08157894737,349832.83507853403,348393.33419689117,353709.5706940874,354280.35549872124,353345.0101265823
83319.0,127486.17021276595,142349.6923076923,178693.68292682926,213075.66666666666,234499.55813953487,261692.2808988764,296969.86734693876,315780.0303030303,310600.2,286397.21428571426,285819.8828125,284454.8943661972,256016.15527950312,267764.05555555556,250152.78191489363,222616.07441860466,239196.81105990784,248004.05504587156,256730.86757990866,254539.96086956523,253014.8776371308,249038.53719008266,256899.1851851852,267860.1141732283,274394.55,281615.9348659004,288782.19465648854,305933.46992481203,317968.8198529412,304065.77430555556,294329.2742474916,294540.3431372549,299813.5227272727,302014.6109324759,307967.0512820513,306115.34890965733,301619.34250764525,299494.61329305137,305096.063253012,310663.8708708709,316198.33832335327,321699.7641791045,331818.05637982197,338995.70206489676,341340.1603498542,330859.57909604517,326205.2271468144,331268.682320442,327836.21584699454,333945.0027173913,338891.42818428186,343811.11621621624,341615.5013333333,346449.43882978725,350392.9232804233,349294.719160105,354673.3854166667,355246.5699481865,354289.3230769231
83311.0,150566.4693877551,159123.60294117648,151753.48235294118,185578.2068965517,217206.36666666667,226839.8404255319,259698.36274509804,278144.8640776699,285079.5847457627,265415.7109375,280099.99224806204,279306.1048951049,254250.64375,266085.65838509315,247300.44864864866,237626.99033816427,241795.09047619047,250884.63033175355,259888.41981132075,257263.8794642857,255388.05603448275,252984.48945147678,260995.8487394958,272945.216,278396.7019607843,285745.49609375,293037.10116731515,306951.2730769231,315202.79924242425,301896.51971326163,292814.4948096886,293103.3973063973,298545.71571906353,300824.5165562914,306959.3795379538,305490.27419354836,300849.4778481013,306909.3605015674,312699.29375,320101.66049382713,325761.92615384614,331387.46625766874,336978.5993883792,342535.64024390245,344914.7409638554,332070.7884057971,327273.1875,332464.164305949,328931.77030812326,334045.6145251397,339130.9693593315,344188.0722222222,342374.7087912088,347353.6493150685,351411.05722070846,349896.0808625337,355414.37967914436,355998.6117021277,355008.42631578946
83311.0,150566.79591836734,159443.66666666666,152095.97674418605,185528.72727272726,216811.74725274724,226360.43157894738,258938.41747572814,277214.9326923077,284208.59663865546,264764.67441860464,279341.06923076924,278626.4791666667,253798.4037267081,265563.2037037037,246946.40322580645,237356.89903846153,241509.31279620854,250557.36320754717,259520.45539906103,256927.20444444445,255070.991416309,252684.1848739496,260663.31380753138,272581.73705179285,278019.33984375,285341.0389105058,292605.98062015505,306472.07279693487,314699.8150943396,300636.1103202847,290796.0034246575,291135.8433333333,296537.2880794702,298813.5868852459,304894.90196078434,303486.0479233227,298926.592476489,304948.1552795031,310690.40866873064,318049.73088685016,323664.506097561,329245.1489361702,334791.9696969697,340305.2749244713,342689.89253731346,330979.2103746398,326230.2994350282,331394.9915492958,327894.18941504176,332982.52777777775,338042.675900277,343074.8674033149,341283.57923497265,346238.3814713897,350279.972899729,348785.2493297587,354283.25,354870.37566137564,353897.1884816754
